,Unnamed: 0,userId,night_inputDt,pmEmotion,pmStress,ifUnusual,breakfast,lunch,dinner,lateSnack,amCaffeine,amCaffAmount,pmCaffeine,pmCaffAmount,alcohol,aAmount,date,sleep,inputDt,sleepProblem,dream,amCondition,amEmotion,total_CaffAmount,date_m,startDt,endDt,device,sleep_score,total_sleep_time,time_in_bed,waso,wakeupcount,aal,movement_index,fragmentation_index,sleep_frag_index
5,5,27,2018-11-20 22:34,2.0,1.0,2.0,4.0,3.0,3.0,4.0,,,,,,,2018-11-20,3.0,2018-11-21 10:25,4.0,2.0,1.0,1.0,,2018-11-21,2018-11-21 0:55,2018-11-21 8:29,Fitbit,85.3333333,3840,4500,,,,,,
6,6,27,2018-11-20 22:34,2.0,1.0,2.0,4.0,3.0,3.0,4.0,,,,,,,2018-11-20,3.0,2018-11-21 10:25,4.0,2.0,1.0,1.0,,2018-11-21,2018-11-21 3:25,2018-11-21 12:54,Fitbit,89.5752896,20880,23310,,,,,,
7,7,27,2018-11-21 22:37,1.0,1.0,,4.0,2.0,1.0,4.0,,,,,,,2018-11-21,2.0,2018-11-22 10:28,4.0,2.0,1.0,2.0,,2018-11-22,2018-11-22 1:02,2018-11-22 8:28,Fitbit,87.6170656,25260,28830,,,,,,
8,8,27,2018-11-21 22:37,1.0,1.0,,4.0,2.0,1.0,4.0,,,,,,,2018-11-21,2.0,2018-11-22 10:28,4.0,2.0,1.0,2.0,,2018-11-22,2018-11-22 0:11,2018-11-22 6:31,Fitbit,83.5334477,14610,17490,,,,,,
9,0,27,2018-11-22 22:56,2.0,1.0,,4.0,2.0,2.0,4.0,,,,,,,2018-11-22,2.0,2018-11-23 10:37,6.0,4.0,1.0,1.0,,2018-11-23,2018-11-23 0:59,2018-11-23 9:04,Fitbit,92.2352941,23520,25500,,,,,,
10,0,27,2018-11-23 23:16,1.0,1.0,1.0,4.0,2.0,2.0,4.0,,,,,,,2018-11-23,2.0,2018-11-24 10:46,6.0,2.0,1.0,1.0,,2018-11-24,2018-11-24 4:42,2018-11-24 10:31,Fitbit,90.8163265,21360,23520,,,,,,
11,0,27,2018-11-24 23:00,4.0,1.0,1.0,4.0,4.0,3.0,4.0,,,coffee,1.0,soju&beer,2.0,2018-11-24,1.0,2018-11-25 10:10,5.0,2.0,1.0,1.0,,2018-11-25,2018-11-25 2:38,2018-11-25 9:50,Fitbit,85.6672158,15600,18210,,,,,,
12,0,27,2018-11-27 23:23,3.0,1.0,2.0,4.0,3.0,2.0,4.0,,,coffee,1.0,,,2018-11-27,2.0,2018-11-28 10:23,0.0,2.0,2.0,2.0,,2018-11-28,2018-11-28 1:14,2018-11-28 8:37,Fitbit,88.3333333,19080,21600,,,,,,
0,0,28,2018-11-15 23:59,4.0,2.0,2.0,4.0,3.0,3.0,3.0,,,,,,,2018-11-15,3.0,2018-11-16 7:36,5.0,4.0,2.0,2.0,,2018-11-16,2018-11-16 0:23,2018-11-16 7:31,Fitbit,88.5093168,17100,19320,,,,,,
1,0,28,2018-11-17 21:27,4.0,2.0,1.0,2.0,1.0,2.0,,caffeinated drink,1.0,,,,,2018-11-17,4.0,2018-11-18 8:52,0.0,4.0,3.0,3.0,,2018-11-18,2018-11-18 1:17,2018-11-18 8:03,Fitbit,91.5011038,24870,27180,,,,,,
2,0,28,2018-11-18 22:55,4.0,4.0,1.0,2.0,3.0,3.0,,coffee,1.0,,,,,2018-11-18,4.0,2018-11-19 6:54,0.0,4.0,4.0,4.0,,2018-11-19,2018-11-19 0:32,2018-11-19 11:03,Fitbit,88.5821832,21180,23910,,,,,,
3,0,28,2018-11-19 22:59,4.0,4.0,2.0,2.0,3.0,3.0,1.0,,,,,,,2018-11-19,4.0,2018-11-20 8:16,0.0,4.0,3.0,3.0,,2018-11-20,2018-11-20 1:24,2018-11-20 8:03,Fitbit,87.987013,24390,27720,,,,,,
4,0,28,2018-11-20 23:29,3.0,2.0,2.0,4.0,2.0,4.0,3.0,,,,,,,2018-11-20,4.0,2018-11-21 9:03,5.0,4.0,5.0,3.0,,2018-11-21,2018-11-21 0:46,2018-11-21 8:35,Fitbit,87.8172589,20760,23640,,,,,,
5,0,28,2018-11-21 23:01,5.0,5.0,2.0,2.0,3.0,3.0,,,,,,,,2018-11-21,2.0,2018-11-22 7:43,5.0,4.0,3.0,3.0,,2018-11-22,2018-11-22 1:14,2018-11-22 7:36,Fitbit,81.4889336,12150,14910,,,,,,
6,0,28,2018-11-22 21:13,3.0,2.0,2.0,4.0,3.0,2.0,4.0,,,,,,,2018-11-22,1.0,2018-11-23 13:29,5.0,4.0,2.0,3.0,,2018-11-23,2018-11-23 3:24,2018-11-23 17:13,Fitbit,87.0175439,22320,25650,,,,,,
7,0,28,2018-11-23 21:38,5.0,5.0,2.0,4.0,1.0,2.0,2.0,,,,,,,2018-11-23,4.0,2018-11-24 10:11,5.0,4.0,4.0,4.0,,2018-11-24,2018-11-24 2:14,2018-11-24 8:04,Fitbit,91.2133891,26160,28680,,,,,,
8,0,28,2018-11-24 21:17,4.0,3.0,2.0,4.0,2.0,2.0,,,,,,,,2018-11-24,4.0,2018-11-25 17:34,0.0,4.0,4.0,4.0,,2018-11-25,2018-11-25 0:21,2018-11-25 7:46,Fitbit,88.8495575,15060,16950,,,,,,
9,0,28,2018-11-26 23:13,3.0,3.0,2.0,1.0,2.0,2.0,4.0,,,,,,,2018-11-26,4.0,2018-11-27 19:27,0.0,2.0,4.0,4.0,,2018-11-27,2018-11-26 19:44,2018-11-27 8:59,Fitbit,91.0569106,23520,25830,,,,,,
0,0,29,2018-11-16 21:40,3.0,1.0,2.0,4.0,3.0,4.0,4.0,,,coffee,1.0,,,2018-11-16,4.0,2018-11-17 15:19,9.0,3.0,1.0,2.0,,2018-11-17,2018-11-17 4:24,2018-11-17 14:43,Fitbit,87.1173469,20490,23520,,,,,,
1,0,29,2018-11-17 23:23,3.0,1.0,2.0,4.0,4.0,3.0,4.0,,,coffee,1.0,,,2018-11-17,3.0,2018-11-18 8:34,9.0,4.0,2.0,2.0,,2018-11-18,2018-11-18 1:30,2018-11-18 7:30,Fitbit,80.0546448,8790,10980,,,,,,
2,0,29,2018-11-20 23:29,2.0,1.0,2.0,3.0,2.0,4.0,4.0,,,coffee,1.0,,,2018-11-20,2.0,2018-11-21 9:58,5.0,4.0,1.0,1.0,,2018-11-21,2018-11-21 4:11,2018-11-21 9:39,Fitbit,83.2107843,20370,24480,,,,,,
3,0,29,2018-11-23 21:25,3.0,2.0,2.0,4.0,2.0,4.0,4.0,,,,,,,2018-11-23,5.0,2018-11-24 22:36,0.0,2.0,2.0,2.0,,2018-11-24,2018-11-24 2:08,2018-11-24 18:47,Fitbit,91.2087912,19920,21840,,,,,,
4,0,29,2018-11-26 23:15,4.0,3.0,2.0,3.0,2.0,2.0,4.0,coffee,1.0,coffee,1.0,,,2018-11-26,4.0,2018-11-27 15:13,5.0,3.0,2.0,3.0,2.0,2018-11-27,2018-11-27 2:31,2018-11-27 9:40,Fitbit,97.0744681,21900,22560,,,,,,
0,0,30,2018-11-15 23:23,3.0,2.0,2.0,4.0,1.0,3.0,4.0,,,coffee,1.0,,,2018-11-15,3.0,2018-11-16 10:13,0.0,4.0,3.0,2.0,,2018-11-16,2018-11-16 1:30,2018-11-16 8:52,Fitbit,88.9256198,16140,18150,,,,,,
1,0,30,2018-11-16 22:26,3.0,2.0,1.0,3.0,3.0,1.0,1.0,,,,,,,2018-11-16,3.0,2018-11-17 8:25,2.0,4.0,2.0,2.0,,2018-11-17,2018-11-17 1:44,2018-11-17 6:30,Fitbit,90.8665105,23280,25620,,,,,,
2,0,30,2018-11-17 21:26,4.0,3.0,1.0,3.0,3.0,2.0,4.0,,,,,,,2018-11-17,3.0,2018-11-18 9:03,0.0,4.0,3.0,3.0,,2018-11-18,2018-11-18 1:11,2018-11-18 7:48,Fitbit,86.5470852,28950,33450,,,,,,
3,0,30,2018-11-18 22:55,4.0,4.0,1.0,3.0,3.0,3.0,4.0,,,,,,,2018-11-18,4.0,2018-11-19 22:25,0.0,4.0,4.0,4.0,,2018-11-19,2018-11-18 20:18,2018-11-19 12:14,Fitbit,85.7317073,21090,24600,,,,,,
4,0,30,2018-11-20 22:49,3.0,3.0,2.0,3.0,3.0,3.0,4.0,,,,,,,2018-11-20,2.0,2018-11-21 9:32,0.0,4.0,2.0,3.0,,2018-11-21,2018-11-21 2:24,2018-11-21 9:14,Fitbit,88.3243243,24510,27750,,,,,,
5,0,30,2018-11-22 22:17,3.0,3.0,2.0,3.0,3.0,3.0,4.0,,,,,,,2018-11-22,3.0,2018-11-23 10:24,0.0,4.0,2.0,3.0,,2018-11-23,2018-11-23 5:23,2018-11-23 11:47,Fitbit,86.5279299,23700,27390,,,,,,
6,0,30,2018-11-23 23:31,3.0,2.0,1.0,2.0,2.0,3.0,4.0,,,,,,,2018-11-23,3.0,2018-11-24 12:10,0.0,4.0,3.0,3.0,,2018-11-24,2018-11-24 3:32,2018-11-24 10:40,Fitbit,86.3171355,20250,23460,,,,,,
7,0,30,2018-11-24 22:45,3.0,2.0,1.0,4.0,1.0,3.0,,,,,,,,2018-11-24,2.0,2018-11-25 13:54,1.0,4.0,2.0,2.0,,2018-11-25,2018-11-25 1:29,2018-11-25 15:57,Fitbit,86.9947276,29700,34140,,,,,,
8,0,30,2018-11-25 22:44,3.0,3.0,1.0,3.0,3.0,2.0,4.0,coffee,1.0,,,,,2018-11-25,3.0,2018-11-26 9:54,1.0,4.0,2.0,3.0,,2018-11-26,2018-11-26 1:46,2018-11-26 9:08,Fitbit,84.1191067,10170,12090,,,,,,
9,0,30,2018-11-27 23:36,3.0,1.0,2.0,2.0,3.0,3.0,,,,,,,,2018-11-27,2.0,2018-11-28 9:11,0.0,4.0,2.0,2.0,,2018-11-28,2018-11-28 1:24,2018-11-28 7:47,Fitbit,89.3591294,22170,24810,,,,,,
0,0,102,2019-12-15 22:16,4.0,5.0,1.0,3.0,3.0,3.0,3.0,,,,,,,2019-12-15,2.0,2019-12-16 9:20,2.0,2.0,2.0,3.0,,2019-12-16,2019-12-16 0:23,2019-12-16 9:23,Actigraph,82.44,26760,32460,5700.0,3.0,31.67,6.412,25.0,31.412
1,1,102,2019-12-15 22:16,4.0,5.0,1.0,3.0,3.0,3.0,3.0,,,,,,,2019-12-15,2.0,2019-12-16 9:20,2.0,2.0,2.0,3.0,,2019-12-16,2019-12-16 10:41,2019-12-16 20:56,Actigraph,97.89,36120,36900,780.0,2.0,6.5,12.06,0.0,12.06
0,0,104,2019-12-04 23:55,2.0,2.0,2.0,3.0,2.0,4.0,4.0,,,coffee,1.0,,,2019-12-04,3.0,2019-12-05 7:15,1.0,4.0,2.0,2.0,,2019-12-05,2019-12-05 2:21,2019-12-05 7:05,Actigraph,96.48,16440,17040,600.0,8.0,1.25,4.93,0.0,4.93
1,1,104,2019-12-04 23:55,2.0,2.0,2.0,3.0,2.0,4.0,4.0,,,coffee,1.0,,,2019-12-04,3.0,2019-12-05 7:15,1.0,4.0,2.0,2.0,,2019-12-05,2019-12-05 8:10,2019-12-05 17:29,Actigraph,98.03,32880,33540,660.0,4.0,2.75,1.431,0.0,1.431
2,2,104,2019-12-05 23:41,3.0,3.0,2.0,3.0,3.0,4.0,4.0,tea,1.0,coffee,1.0,,,2019-12-05,3.0,2019-12-06 7:53,0.0,4.0,2.0,3.0,2.0,2019-12-06,2019-12-05 18:16,2019-12-06 1:20,Actigraph,99.53,25320,25440,120.0,2.0,1.0,2.358,0.0,2.358
3,3,104,2019-12-05 23:41,3.0,3.0,2.0,3.0,3.0,4.0,4.0,tea,1.0,coffee,1.0,,,2019-12-05,3.0,2019-12-06 7:53,0.0,4.0,2.0,3.0,2.0,2019-12-06,2019-12-06 1:45,2019-12-06 7:10,Actigraph,86.15,16800,19500,2700.0,20.0,2.25,6.769,14.286,21.055
4,4,104,2019-12-07 0:08,5.0,3.0,2.0,3.0,4.0,4.0,3.0,tea,1.0,,,,,2019-12-07,3.0,2019-12-08 9:32,5.0,4.0,4.0,3.0,,2019-12-08,2019-12-07 13:51,2019-12-08 0:29,Actigraph,100.0,38280,38280,0.0,0.0,0.0,0.157,0.0,0.157
5,5,104,2019-12-07 0:08,5.0,3.0,2.0,3.0,4.0,4.0,3.0,tea,1.0,,,,,2019-12-07,3.0,2019-12-08 9:32,5.0,4.0,4.0,3.0,,2019-12-08,2019-12-08 1:15,2019-12-08 9:12,Actigraph,91.82,26280,28620,2340.0,22.0,1.77,7.547,8.696,16.243
6,6,104,2019-12-08 23:17,4.0,4.0,2.0,4.0,3.0,3.0,4.0,,,,,,,2019-12-08,4.0,2019-12-09 8:46,1.0,2.0,4.0,3.0,,2019-12-09,2019-12-08 9:38,2019-12-09 1:10,Actigraph,100.0,55920,55920,0.0,0.0,0.0,1.18,0.0,1.18
7,7,104,2019-12-08 23:17,4.0,4.0,2.0,4.0,3.0,3.0,4.0,,,,,,,2019-12-08,4.0,2019-12-09 8:46,1.0,2.0,4.0,3.0,,2019-12-09,2019-12-09 1:40,2019-12-09 7:23,Actigraph,92.13,18960,20580,1620.0,11.0,2.45,8.455,8.333,16.788
8,8,104,2019-12-08 23:17,4.0,4.0,2.0,4.0,3.0,3.0,4.0,,,,,,,2019-12-08,4.0,2019-12-09 8:46,1.0,2.0,4.0,3.0,,2019-12-09,2019-12-09 9:03,2019-12-09 17:33,Actigraph,97.06,29700,30600,900.0,5.0,3.0,2.549,16.667,19.216
9,9,104,2019-12-08 23:17,4.0,4.0,2.0,4.0,3.0,3.0,4.0,,,,,,,2019-12-08,4.0,2019-12-09 8:46,1.0,2.0,4.0,3.0,,2019-12-09,2019-12-09 18:46,2019-12-09 23:58,Actigraph,99.36,18600,18720,120.0,2.0,1.0,2.885,33.333,36.218
10,10,104,2019-12-10 21:15,4.0,2.0,2.0,4.0,3.0,2.0,4.0,,,coffee,1.0,,,2019-12-10,4.0,2019-12-11 8:15,0.0,4.0,2.0,3.0,,2019-12-11,2019-12-10 7:26,2019-12-11 1:38,Actigraph,100.0,65520,65520,0.0,0.0,0.0,0.092,0.0,0.092
11,11,104,2019-12-10 21:15,4.0,2.0,2.0,4.0,3.0,2.0,4.0,,,coffee,1.0,,,2019-12-10,4.0,2019-12-11 8:15,0.0,4.0,2.0,3.0,,2019-12-11,2019-12-11 2:03,2019-12-11 7:08,Actigraph,90.49,16560,18300,1740.0,11.0,2.64,11.803,0.0,11.803
12,12,104,2019-12-11 23:40,4.0,2.0,2.0,3.0,3.0,4.0,3.0,coffee,1.0,coffee,1.0,,,2019-12-11,4.0,2019-12-12 9:01,2.0,2.0,4.0,3.0,2.0,2019-12-12,2019-12-11 7:30,2019-12-12 0:48,Actigraph,100.0,62280,62280,0.0,0.0,0.0,0.0,0.0,0.0
13,13,104,2019-12-11 23:40,4.0,2.0,2.0,3.0,3.0,4.0,3.0,coffee,1.0,coffee,1.0,,,2019-12-11,4.0,2019-12-12 9:01,2.0,2.0,4.0,3.0,2.0,2019-12-12,2019-12-12 1:02,2019-12-12 6:30,Actigraph,96.95,19080,19680,600.0,6.0,1.67,5.183,14.286,19.469
14,14,104,2019-12-14 21:44,4.0,4.0,1.0,4.0,2.0,3.0,4.0,,,,,soju,2.0,2019-12-14,3.0,2019-12-15 7:53,2.0,1.0,4.0,4.0,,2019-12-15,2019-12-15 3:48,2019-12-15 7:06,Actigraph,94.44,11220,11880,660.0,7.0,1.57,10.606,0.0,10.606
15,15,104,2019-12-14 21:44,4.0,4.0,1.0,4.0,2.0,3.0,4.0,,,,,soju,2.0,2019-12-14,3.0,2019-12-15 7:53,2.0,1.0,4.0,4.0,,2019-12-15,2019-12-15 7:22,2019-12-15 17:51,Actigraph,96.03,36240,37740,1500.0,8.0,3.13,4.134,22.222,26.356
16,16,104,2019-12-14 21:44,4.0,4.0,1.0,4.0,2.0,3.0,4.0,,,,,soju,2.0,2019-12-14,3.0,2019-12-15 7:53,2.0,1.0,4.0,4.0,,2019-12-15,2019-12-15 20:05,2019-12-15 23:18,Actigraph,100.0,11580,11580,0.0,0.0,0.0,0.518,0.0,0.518
17,17,104,2019-12-15 23:50,5.0,3.0,2.0,4.0,3.0,3.0,4.0,,,coffee,1.0,beer,1.0,2019-12-15,4.0,2019-12-16 7:00,0.0,2.0,2.0,2.0,,2019-12-16,2019-12-16 1:33,2019-12-16 6:54,Actigraph,92.52,17820,19260,1440.0,17.0,1.41,9.969,11.111,21.08
18,18,104,2019-12-16 23:01,4.0,3.0,2.0,4.0,2.0,2.0,3.0,,,coffee,1.0,,,2019-12-16,4.0,2019-12-17 7:58,0.0,4.0,2.0,3.0,,2019-12-17,2019-12-16 7:05,2019-12-17 1:38,Actigraph,99.46,66420,66780,360.0,3.0,2.0,2.156,0.0,2.156
19,19,104,2019-12-16 23:01,4.0,3.0,2.0,4.0,2.0,2.0,3.0,,,coffee,1.0,,,2019-12-16,4.0,2019-12-17 7:58,0.0,4.0,2.0,3.0,,2019-12-17,2019-12-17 3:11,2019-12-17 23:53,Actigraph,97.5,72660,74520,1860.0,14.0,2.21,3.06,6.667,9.727
20,20,104,2019-12-17 23:29,4.0,4.0,1.0,4.0,2.0,4.0,4.0,,,coffee,1.0,,,2019-12-17,2.0,2019-12-18 8:31,2.0,4.0,1.0,4.0,,2019-12-18,2019-12-18 1:02,2019-12-18 4:58,Actigraph,97.46,13800,14160,360.0,6.0,1.0,11.017,14.286,25.303
21,21,104,2019-12-17 23:29,4.0,4.0,1.0,4.0,2.0,4.0,4.0,,,coffee,1.0,,,2019-12-17,2.0,2019-12-18 8:31,2.0,4.0,1.0,4.0,,2019-12-18,2019-12-18 7:55,2019-12-18 17:50,Actigraph,100.0,35700,35700,0.0,0.0,0.0,4.706,0.0,4.706
22,22,104,2019-12-18 23:37,4.0,4.0,2.0,4.0,3.0,4.0,2.0,coffee,1.0,coffee,1.0,,,2019-12-18,4.0,2019-12-19 13:15,0.0,4.0,2.0,4.0,2.0,2019-12-19,2019-12-19 1:43,2019-12-19 6:51,Actigraph,89.29,16500,18480,1980.0,9.0,3.67,7.792,10.0,17.792
23,23,104,2019-12-18 23:37,4.0,4.0,2.0,4.0,3.0,4.0,2.0,coffee,1.0,coffee,1.0,,,2019-12-18,4.0,2019-12-19 13:15,0.0,4.0,2.0,4.0,2.0,2019-12-19,2019-12-19 7:03,2019-12-19 21:32,Actigraph,99.77,52020,52140,120.0,2.0,1.0,0.23,33.333,33.563
24,24,104,2019-12-19 23:58,4.0,4.0,1.0,2.0,3.0,2.0,2.0,,,tea,1.0,,,2019-12-19,4.0,2019-12-20 8:02,0.0,4.0,2.0,4.0,,2019-12-20,2019-12-20 1:54,2019-12-20 6:29,Actigraph,97.45,16080,16500,420.0,4.0,1.75,10.545,20.0,30.545
25,25,104,2019-12-20 23:21,3.0,3.0,2.0,4.0,3.0,3.0,4.0,,,,,,,2019-12-20,4.0,2019-12-21 11:57,0.0,4.0,4.0,3.0,,2019-12-21,2019-12-21 11:14,2019-12-21 17:15,Actigraph,99.72,21600,21660,60.0,1.0,1.0,2.493,0.0,2.493
26,26,104,2019-12-21 0:00,4.0,5.0,1.0,2.0,3.0,4.0,3.0,coffee,1.0,coffee,,soju,2.0,2019-12-21,1.0,2019-12-22 14:05,0.0,4.0,2.0,4.0,,2019-12-22,2019-12-21 23:14,2019-12-22 17:34,Actigraph,99.82,65880,66000,120.0,2.0,1.0,1.364,0.0,1.364
27,27,104,2019-12-23 22:55,3.0,4.0,2.0,4.0,2.0,3.0,4.0,coffee,2.0,,,soju,3.0,2019-12-23,3.0,2019-12-24 13:54,5.0,4.0,2.0,3.0,,2019-12-24,2019-12-24 0:09,2019-12-24 7:15,Actigraph,99.77,25500,25560,60.0,1.0,1.0,1.174,0.0,1.174
28,28,104,2019-12-23 22:55,3.0,4.0,2.0,4.0,2.0,3.0,4.0,coffee,2.0,,,soju,3.0,2019-12-23,3.0,2019-12-24 13:54,5.0,4.0,2.0,3.0,,2019-12-24,2019-12-24 13:00,2019-12-24 17:32,Actigraph,100.0,16320,16320,0.0,0.0,0.0,5.882,0.0,5.882
29,29,104,2019-12-23 22:55,3.0,4.0,2.0,4.0,2.0,3.0,4.0,coffee,2.0,,,soju,3.0,2019-12-23,3.0,2019-12-24 13:54,5.0,4.0,2.0,3.0,,2019-12-24,2019-12-24 19:35,2019-12-24 22:24,Actigraph,100.0,10140,10140,0.0,0.0,0.0,0.592,0.0,0.592
0,0,105,2019-12-08 23:32,3.0,5.0,1.0,4.0,3.0,4.0,4.0,,,,,soju,2.0,2019-12-08,5.0,2019-12-09 8:40,0.0,4.0,2.0,2.0,,2019-12-09,2019-12-08 13:02,2019-12-09 7:59,Actigraph,92.7,63240,68220,4980.0,27.0,3.07,5.101,21.429,26.53
1,1,105,2019-12-09 22:38,5.0,5.0,2.0,3.0,4.0,3.0,4.0,coffee,1.0,,,,,2019-12-09,4.0,2019-12-10 10:43,0.0,4.0,3.0,3.0,,2019-12-10,2019-12-09 8:11,2019-12-10 7:56,Actigraph,97.05,82980,85500,2520.0,16.0,2.63,2.386,0.0,2.386
2,2,105,2019-12-10 23:32,5.0,4.0,2.0,3.0,4.0,3.0,4.0,,,,,,,2019-12-10,5.0,2019-12-11 8:30,0.0,4.0,3.0,3.0,,2019-12-11,2019-12-10 10:22,2019-12-11 4:56,Actigraph,98.03,65520,66840,1320.0,8.0,2.75,2.065,11.111,13.176
3,3,105,2019-12-10 23:32,5.0,4.0,2.0,3.0,4.0,3.0,4.0,,,,,,,2019-12-10,5.0,2019-12-11 8:30,0.0,4.0,3.0,3.0,,2019-12-11,2019-12-11 5:15,2019-12-11 7:58,Actigraph,83.44,8160,9780,1620.0,10.0,2.7,11.656,18.182,29.838
4,4,105,2019-12-11 23:18,5.0,5.0,2.0,3.0,3.0,3.0,4.0,,,coffee,1.0,,,2019-12-11,5.0,2019-12-12 10:32,0.0,4.0,4.0,3.0,,2019-12-12,2019-12-11 8:10,2019-12-12 1:36,Actigraph,97.42,61140,62760,1620.0,6.0,4.5,1.434,14.286,15.72
5,5,105,2019-12-14 23:39,5.0,5.0,1.0,3.0,3.0,3.0,4.0,,,,,,,2019-12-14,5.0,2019-12-15 10:11,0.0,4.0,5.0,5.0,,2019-12-15,2019-12-15 1:14,2019-12-15 7:25,Actigraph,73.85,16440,22260,5820.0,25.0,3.88,15.633,19.231,34.864
6,6,105,2019-12-17 23:40,5.0,5.0,2.0,3.0,3.0,3.0,4.0,,,,,,,2019-12-17,5.0,2019-12-18 11:58,0.0,4.0,5.0,5.0,,2019-12-18,2019-12-17 2:39,2019-12-18 1:45,Actigraph,95.17,79140,83160,4020.0,24.0,2.79,3.752,24.0,27.752
7,7,105,2019-12-17 23:40,5.0,5.0,2.0,3.0,3.0,3.0,4.0,,,,,,,2019-12-17,5.0,2019-12-18 11:58,0.0,4.0,5.0,5.0,,2019-12-18,2019-12-18 2:01,2019-12-18 9:49,Actigraph,80.13,22500,28080,5580.0,26.0,3.58,10.897,14.815,25.712
0,0,106,2020-02-01 4:05,5.0,4.0,2.0,3.0,3.0,3.0,4.0,,,,,,,2020-02-01,5.0,2020-02-02 12:52,0.0,4.0,5.0,4.0,,2020-02-02,2020-02-01 13:15,2020-02-02 3:40,Actigraph,100.0,51900,51900,0.0,0.0,0.0,0.578,0.0,0.578
1,1,106,2020-02-01 4:05,5.0,4.0,2.0,3.0,3.0,3.0,4.0,,,,,,,2020-02-01,5.0,2020-02-02 12:52,0.0,4.0,5.0,4.0,,2020-02-02,2020-02-02 4:18,2020-02-02 10:45,Actigraph,92.76,21540,23220,1680.0,24.0,1.17,8.269,12.0,20.269
2,2,106,2020-02-02 4:12,5.0,5.0,2.0,3.0,3.0,3.0,4.0,,,,,,,2020-02-02,5.0,2020-02-03 6:37,0.0,4.0,4.0,5.0,,2020-02-03,2020-02-02 12:19,2020-02-03 6:26,Actigraph,92.55,60360,65220,4860.0,35.0,2.31,9.2,30.556,39.756
3,3,106,2020-02-03 6:36,5.0,5.0,1.0,3.0,3.0,3.0,4.0,,,,,soju,3.0,2020-02-03,5.0,2020-02-04 6:45,0.0,4.0,5.0,5.0,,2020-02-04,2020-02-03 7:02,2020-02-04 0:22,Actigraph,100.0,62400,62400,0.0,0.0,0.0,0.0,0.0,0.0
4,4,106,2020-02-03 6:36,5.0,5.0,1.0,3.0,3.0,3.0,4.0,,,,,soju,3.0,2020-02-03,5.0,2020-02-04 6:45,0.0,4.0,5.0,5.0,,2020-02-04,2020-02-04 1:00,2020-02-04 6:42,Actigraph,90.06,18480,20520,2040.0,12.0,2.83,15.497,0.0,15.497
5,5,106,2020-02-03 6:36,5.0,5.0,1.0,3.0,3.0,3.0,4.0,,,,,soju,3.0,2020-02-03,5.0,2020-02-04 6:45,0.0,4.0,5.0,5.0,,2020-02-04,2020-02-04 8:05,2020-02-04 12:52,Actigraph,75.26,12960,17220,4260.0,24.0,2.96,23.693,24.0,47.693
6,6,106,2020-02-03 6:36,5.0,5.0,1.0,3.0,3.0,3.0,4.0,,,,,soju,3.0,2020-02-03,5.0,2020-02-04 6:45,0.0,4.0,5.0,5.0,,2020-02-04,2020-02-04 13:10,2020-02-04 23:58,Actigraph,98.92,38460,38880,420.0,1.0,7.0,0.463,0.0,0.463
7,7,106,2020-02-07 1:19,5.0,5.0,2.0,3.0,3.0,3.0,3.0,,,,,,,2020-02-07,5.0,2020-02-08 8:49,0.0,4.0,5.0,5.0,,2020-02-08,2020-02-07 8:19,2020-02-08 2:02,Actigraph,100.0,63780,63780,0.0,0.0,0.0,0.094,0.0,0.094
8,8,106,2020-02-07 1:19,5.0,5.0,2.0,3.0,3.0,3.0,3.0,,,,,,,2020-02-07,5.0,2020-02-08 8:49,0.0,4.0,5.0,5.0,,2020-02-08,2020-02-08 2:25,2020-02-08 8:07,Actigraph,90.94,18660,20520,1860.0,14.0,2.21,12.573,6.667,19.24
9,9,106,2020-02-07 1:19,5.0,5.0,2.0,3.0,3.0,3.0,3.0,,,,,,,2020-02-07,5.0,2020-02-08 8:49,0.0,4.0,5.0,5.0,,2020-02-08,2020-02-08 8:18,2020-02-08 23:20,Actigraph,99.0,53580,54120,540.0,1.0,9.0,1.33,50.0,51.33
10,10,106,2020-02-08 0:09,5.0,5.0,2.0,3.0,3.0,3.0,4.0,,,,,,,2020-02-08,5.0,2020-02-09 15:06,0.0,4.0,4.0,5.0,,2020-02-09,2020-02-09 0:47,2020-02-09 9:51,Actigraph,85.11,27780,32640,4860.0,35.0,2.31,13.603,16.667,30.27
11,11,106,2020-02-09 0:20,5.0,5.0,2.0,3.0,3.0,3.0,4.0,,,,,,,2020-02-09,5.0,2020-02-10 7:48,0.0,4.0,5.0,5.0,,2020-02-10,2020-02-09 15:07,2020-02-10 1:57,Actigraph,98.77,38520,39000,480.0,1.0,8.0,1.077,0.0,1.077
12,12,106,2020-02-09 0:20,5.0,5.0,2.0,3.0,3.0,3.0,4.0,,,,,,,2020-02-09,5.0,2020-02-10 7:48,0.0,4.0,5.0,5.0,,2020-02-10,2020-02-10 2:14,2020-02-10 6:49,Actigraph,88.0,14520,16500,1980.0,18.0,1.83,12.727,15.789,28.516
13,13,106,2020-02-10 1:44,5.0,5.0,2.0,3.0,3.0,3.0,4.0,,,,,,,2020-02-10,5.0,2020-02-11 11:30,0.0,4.0,5.0,5.0,,2020-02-11,2020-02-10 7:46,2020-02-11 0:24,Actigraph,99.3,59460,59880,420.0,1.0,7.0,0.701,0.0,0.701
